id1,id2,id3,id4,id5,id6,id7,id8,id9,id10,id11,id12,id13,id14,id15,id16,id17,id18,id19,id20,id21,id22,id23,id24,id25,id26,id27,id28,id29,id30,id31,id32,id33,id34,id35,id36,id37,id38,id39,id40
1002092990000005,فروش لوله های آهنی ژاپنی مازاد بر نیاز دانشگاه خوارزمی کرج,1402/07/09,08:00,1402/07/30,15:00,1402/07/09,1402/07/18,08:00,15:00,1402/07/19,15:00,1402/07/09,08:00,1402/07/30,15:00,1402/08/01,10:00,1402/08/02,12:00,,,,4,,4,4,4,0,1402/07/19,15:00,5,--,,دریافت وجوه سپرده-4001074207146719- بانک مرکزی جمهوری اسلامی ایران شعبه مرکزی,,رد وجوه سپرده-4101074252135830- بانک مرکزی جمهوری اسلامی ایران شعبه مرکزی,درآمدی-4001074203005471- بانک مرکزی جمهوری اسلامی ایران شعبه بانک مرکزی,328074274140120001400291572031,رد وجوه سپرده-41010742252135830- بانک مرکزی جمهوری اسلامی ایران شعبه مرکزی
1002093148000005,تجدید مزایده فروش ماشین آلات و تجهیزات فرسوده متعلق به شهرداری شاندیز,1402/07/08,08:00,1402/07/30,17:00,1402/07/08,1402/07/18,07:30,14:30,1402/07/18,17:00,1402/07/08,08:00,1402/07/30,17:00,1402/08/01,11:00,1402/08/02,08:00,,,,7,,7,9,9,0,1402/07/18,17:00,5,--,,دریافت وجوه سپرده-0204880582008- بانک ملی ایران شعبه شاندیز,,رد وجوه سپرده-3100003135008- بانک ملی ایران شعبه شاندیز,درآمدی-310000019301- بانک ملی ایران شعبه شاندیز,,رد وجوه سپرده-3100000193001- بانک ملی ایران شعبه شاندیز
1002093148000005,تجدید مزایده فروش ماشین آلات و تجهیزات فرسوده متعلق به شهرداری شاندیز,1402/07/08,08:00,1402/07/30,17:00,1402/07/08,1402/07/18,07:30,14:30,1402/07/18,17:00,1402/07/08,08:00,1402/07/30,17:00,1402/08/01,11:00,1402/08/02,08:00,,,,7,,7,9,9,0,1402/07/18,17:00,5,--,,دریافت وجوه سپرده-0204880582008- بانک ملی ایران شعبه شاندیز,,رد وجوه سپرده-3100003135008- بانک ملی ایران شعبه شاندیز,درآمدی-310000019301- بانک ملی ایران شعبه شاندیز,,رد وجوه سپرده-3100000193001- بانک ملی ایران شعبه شاندیز
1002030135000002,فروش اموال منقول اسقاطی بانک سپه منطقه بوشهر,1402/07/09,08:00,1402/08/08,14:00,1402/07/09,1402/08/07,08:00,14:00,1402/07/25,15:30,1402/07/09,08:00,1402/08/08,14:00,1402/08/09,09:00,1402/08/10,08:00,,,,4,,4,4,4,0,1402/07/25,15:30,5,درآمدی-3927000107946- بانک سپه شعبه سپه,,دریافت وجوه سپرده-3927000107946- بانک سپه شعبه سپه,,رد وجوه سپرده-3927000107946- بانک سپه شعبه سپه,درآمدی-3927000107946- بانک سپه شعبه سپه,,رد وجوه سپرده-3927000107946- بانک سپه شعبه سپه
1002005963000001,فروش اجناس فرسوده و مستعمل (لوله ، اتصالات، آهن آلات ، مخازن ) ,1402/07/09,14:00,1402/08/06,19:00,1402/07/09,1402/08/06,08:15,15:00,1402/07/20,19:00,1402/07/09,14:00,1402/08/06,19:00,1402/08/07,08:15,1402/08/07,15:00,,,,4,,4,4,4,0,1402/07/20,19:00,,--,,دریافت وجوه سپرده-1860819577- بانک ملت شعبه ملت مرکزی,,رد وجوه سپرده-1860819577- بانک ملت شعبه ملت مرکزی,درآمدی-771733621- بانک کشاورزی شعبه کشاورزی سرباز,,رد وجوه سپرده-1860819577- بانک ملت شعبه ملت مرکزی
1002001008000019,فروش دو دستگاه جرثقیل سقفی 25.6 تنی دو پل کابین دار بهمراه متعلقات,1402/07/09,08:00,1402/08/01,18:00,1402/07/09,1402/08/01,08:00,15:00,1402/07/20,18:00,1402/07/09,08:00,1402/08/01,18:00,1402/08/02,09:00,1402/08/03,10:00,,,,3,,3,3,3,"500,000",1402/07/20,18:00,5,درآمدی-4001050904005655- بانک ملی ایران شعبه برق تهران ,364050974221500820000000001003,دریافت وجوه سپرده-40011050906372822- بانک مرکزی جمهوری اسلامی ایران شعبه خزانه,962221500100000000000000000001,رد وجوه سپرده-40011050906372822- بانک مرکزی جمهوری اسلامی ایران شعبه خزانه,درآمدی-4001050904005655- بانک ملی ایران شعبه برق تهران,364050974221500820000000001003,رد وجوه سپرده-400105090904005655- بانک مرکزی جمهوری اسلامی ایران شعبه خزانه
1002005633000004,فروش قطعات داغی ماشین الات ,1402/07/09,09:00,1402/08/02,11:11,1402/07/12,1402/08/01,08:00,13:00,1402/07/20,10:00,1402/07/09,09:00,1402/08/02,11:11,1402/08/03,09:00,1402/08/04,11:11,,,,7,,7,7,7,0,1402/07/20,10:00,5,--,,دریافت وجوه سپرده-1103601580- بانک تجارت شعبه فردوسی سنندج,,رد وجوه سپرده-1103601580- بانک تجارت شعبه فردوسی سنندج,درآمدی-1103601556- بانک تجارت شعبه فردوسی سنندج,,رد وجوه سپرده-1103601580- بانک تجارت شعبه فردوسی سنندج
1002005963000001,فروش اجناس فرسوده و مستعمل (لوله ، اتصالات، آهن آلات ، مخازن ) ,1402/07/09,14:00,1402/08/06,19:00,1402/07/09,1402/08/06,08:15,15:00,1402/07/20,19:00,1402/07/09,14:00,1402/08/06,19:00,1402/08/07,08:15,1402/08/07,15:00,,,,4,,4,4,4,0,1402/07/20,19:00,,--,,دریافت وجوه سپرده-1860819577- بانک ملت شعبه ملت مرکزی,,رد وجوه سپرده-1860819577- بانک ملت شعبه ملت مرکزی,درآمدی-771733621- بانک کشاورزی شعبه کشاورزی سرباز,,رد وجوه سپرده-1860819577- بانک ملت شعبه ملت مرکزی
1002001008000018,رسوبات انباشت شده با قابلیت تبدیل شدن به مصالح سنگی مورد نیاز عملیات از قبیل شن و ماسه سدسیاه بیشه 1,1402/07/09,08:00,1402/08/01,18:00,1402/07/09,1402/08/01,08:00,15:00,1402/07/20,18:00,1402/07/09,08:00,1402/08/01,18:00,1402/08/02,08:30,1402/08/03,10:00,,,,3,,3,3,3,"500,000",1402/07/20,18:00,5,درآمدی-4001050904005655- بانک ملی ایران شعبه برق تهران ,364050974221500820000000001003,دریافت وجوه سپرده-40011050906372822- بانک مرکزی جمهوری اسلامی ایران شعبه خزانه,962221500100000000000000000001,رد وجوه سپرده-40011050906372822- بانک مرکزی جمهوری اسلامی ایران شعبه خزانه,درآمدی-4001050904005655- بانک ملی ایران شعبه برق تهران,364050974221500820000000001003,رد وجوه سپرده-400105090904005655- بانک مرکزی جمهوری اسلامی ایران شعبه خزانه
1002005963000001,فروش اجناس فرسوده و مستعمل (لوله ، اتصالات، آهن آلات ، مخازن ) ,1402/07/09,14:00,1402/08/06,19:00,1402/07/09,1402/08/06,08:15,15:00,1402/07/20,19:00,1402/07/09,14:00,1402/08/06,19:00,1402/08/07,08:15,1402/08/07,15:00,,,,4,,4,4,4,0,1402/07/20,19:00,,--,,دریافت وجوه سپرده-1860819577- بانک ملت شعبه ملت مرکزی,,رد وجوه سپرده-1860819577- بانک ملت شعبه ملت مرکزی,درآمدی-771733621- بانک کشاورزی شعبه کشاورزی سرباز,,رد وجوه سپرده-1860819577- بانک ملت شعبه ملت مرکزی
1002005963000001,فروش اجناس فرسوده و مستعمل (لوله ، اتصالات، آهن آلات ، مخازن ) ,1402/07/09,14:00,1402/08/06,19:00,1402/07/09,1402/08/06,08:15,15:00,1402/07/20,19:00,1402/07/09,14:00,1402/08/06,19:00,1402/08/07,08:15,1402/08/07,15:00,,,,4,,4,4,4,0,1402/07/20,19:00,,--,,دریافت وجوه سپرده-1860819577- بانک ملت شعبه ملت مرکزی,,رد وجوه سپرده-1860819577- بانک ملت شعبه ملت مرکزی,درآمدی-771733621- بانک کشاورزی شعبه کشاورزی سرباز,,رد وجوه سپرده-1860819577- بانک ملت شعبه ملت مرکزی
1002005963000001,فروش اجناس فرسوده و مستعمل (لوله ، اتصالات، آهن آلات ، مخازن ) ,1402/07/09,14:00,1402/08/06,19:00,1402/07/09,1402/08/06,08:15,15:00,1402/07/20,19:00,1402/07/09,14:00,1402/08/06,19:00,1402/08/07,08:15,1402/08/07,15:00,,,,4,,4,4,4,0,1402/07/20,19:00,,--,,دریافت وجوه سپرده-1860819577- بانک ملت شعبه ملت مرکزی,,رد وجوه سپرده-1860819577- بانک ملت شعبه ملت مرکزی,درآمدی-771733621- بانک کشاورزی شعبه کشاورزی سرباز,,رد وجوه سپرده-1860819577- بانک ملت شعبه ملت مرکزی
1002005963000001,فروش اجناس فرسوده و مستعمل (لوله ، اتصالات، آهن آلات ، مخازن ) ,1402/07/09,14:00,1402/08/06,19:00,1402/07/09,1402/08/06,08:15,15:00,1402/07/20,19:00,1402/07/09,14:00,1402/08/06,19:00,1402/08/07,08:15,1402/08/07,15:00,,,,4,,4,4,4,0,1402/07/20,19:00,,--,,دریافت وجوه سپرده-1860819577- بانک ملت شعبه ملت مرکزی,,رد وجوه سپرده-1860819577- بانک ملت شعبه ملت مرکزی,درآمدی-771733621- بانک کشاورزی شعبه کشاورزی سرباز,,رد وجوه سپرده-1860819577- بانک ملت شعبه ملت مرکزی
1002005963000001,فروش اجناس فرسوده و مستعمل (لوله ، اتصالات، آهن آلات ، مخازن ) ,1402/07/09,14:00,1402/08/06,19:00,1402/07/09,1402/08/06,08:15,15:00,1402/07/20,19:00,1402/07/09,14:00,1402/08/06,19:00,1402/08/07,08:15,1402/08/07,15:00,,,,4,,4,4,4,0,1402/07/20,19:00,,--,,دریافت وجوه سپرده-1860819577- بانک ملت شعبه ملت مرکزی,,رد وجوه سپرده-1860819577- بانک ملت شعبه ملت مرکزی,درآمدی-771733621- بانک کشاورزی شعبه کشاورزی سرباز,,رد وجوه سپرده-1860819577- بانک ملت شعبه ملت مرکزی
